anahtar,grup,turkce,ingilizce,nerede
t2dd46a4d,arayuz,"Ordun aç","Your army is starving","apps/web/src/components/Omurga.tsx:574 | apps/web/src/screens/LordEkrani.tsx:316"
t287cf37e,arayuz,"Ordun ayakta. Önce bir düşman kampına in: kaybetsen bile toprağın gitmez, kazanırsan ilk demirini savaşarak alırsın.","Your army is on its feet. Descend on an enemy camp first: even if you lose, your land is safe, and if you win you take your first iron by fighting for it.","apps/web/src/components/Omurga.tsx:730"
td35bcc13,arayuz,"Ordun döndüğünde, kuyruğun bittiğinde ve toprağına saldırıldığında haberin olsun. Bildirim yalnız bu cihaza gelir; istediğin zaman kapatabilirsin.","Get notified when your army returns, your queue finishes, and your land is attacked. Notifications only come to this device; you can turn them off anytime.","apps/web/src/components/BildirimKarti.tsx:67"
t8acaa615,arayuz,"Ordun dönüyor","Your army is returning","apps/web/src/components/Omurga.tsx:671"
t320993d2,arayuz,"Ordun henüz yetmiyor.","Your army is not enough yet.","apps/web/src/components/Omurga.tsx:490"
t99fe05c3,arayuz,"Ordun kampa iniyor. Dönünce ganimeti ve raporu görürsün.","Your army is arriving at the camp. You'll see the loot and report when they return.","apps/web/src/components/Omurga.tsx:697"
tfa58b931,arayuz,"Ordun sahada. Döndüğünde bu bölgeye yollayabilirsin.","Your army is in the field. You can send them to this region when they return.","apps/web/src/screens/Harita.tsx:224"
tec21ead2,arayuz,"Ordun sahada. Döndüğünde buradan akına çıkabilirsin.","Your army is on the field. When it returns, you can go on a raid from here.","apps/web/src/screens/Akin.tsx:608"
t437a0412,arayuz,"ordun yetiyor","your army is enough","apps/web/src/components/HedefSeridi.tsx:72"
te695b1e4,arayuz,"Ordun yetiyor. Bölge senin olunca kazanacakların:","Your army is enough. What you gain once the region is yours:","apps/web/src/components/Omurga.tsx:803"
tb34abcf2,arayuz,"Ordun yok","You have no army","apps/web/src/components/OrduSahnesi.tsx:189"
t0b0cefdc,arayuz,"Ordun yolda","Your army is on the march","apps/web/src/components/Omurga.tsx:671 | apps/web/src/components/SaldiriOnizleme.tsx:181"
t77c935a8,arayuz,"Ordun yolda. Döndüğünde bu farkın savaşa nasıl yansıdığını saldırı önizlemesinde göreceksin.","Your army is on the way. When it returns, you will see how this difference reflects in the battle in the attack preview.","apps/web/src/screens/Demirhane.tsx:162"
t1b13dd67,arayuz,"Ordun: {0}/{1} komuta yeri dolu","Your army: {0}/{1} command space filled","apps/web/src/components/OrduSahnesi.tsx:151"
te65b1599,arayuz,"Ordunu burada büyütürsün","You grow your army here","apps/web/src/screens/Kisla.tsx:416"
td1115723,arayuz,"Ordunu büyüt","Grow your army","apps/web/src/components/Omurga.tsx:772 | packages/shared/src/gunluk.ts:59"
te71ea72c,arayuz,"Ordunu kur","Build your army","apps/web/src/components/Omurga.tsx:484 | apps/web/src/components/Omurga.tsx:772 | packages/shared/src/rehber.ts:163"
te801c243,arayuz,"Ordunu ne için kuruyorsun","What are you building your army for","apps/web/src/screens/Kisla.tsx:437"
tcdac426c,arayuz,"Ordunu ve ittifak durumunu gözden geçir.","Review your army and alliance status.","apps/web/src/screens/Harita.tsx:382"
t5db509a2,arayuz,"Ordunun Dağılımı","Army Distribution","apps/web/src/screens/Kisla.tsx:496"
t5d7d275e,arayuz,"Ortak hedef","Common target","apps/web/src/screens/Ittifak.tsx:273"
t108c4ae6,arayuz,"Ortak hedef bir tanedir; işaretlemek öncekini değiştirir.","There is only one common target; marking it will replace the previous one.","apps/web/src/screens/Harita.tsx:442"
t2302bad8,arayuz,"Otomatik bir ceza verilmez — şikâyetin bir yöneticinin önüne düşer, kararı insan verir.","An automatic penalty is not given — your report falls before an admin, a human makes the decision.","apps/web/src/components/SikayetSayfasi.tsx:74"
t07113420,arayuz,"Oturum açılamadı. Tekrar giriş yapman gerekiyor.","Could not log in. You need to sign in again.","apps/web/src/App.tsx:376"
t63341816,arayuz,"Oyun durumun.","Your game state.","apps/web/src/screens/Gizlilik.tsx:58"
t636e2e5d,arayuz,"Oyun verisi kimseyle paylaşılmıyor, satılmıyor.","Game data is never shared with anyone, and never sold.","apps/web/src/screens/Gizlilik.tsx:102"
t5d44ffda,arayuz,"Oyunun ne olduğunu, nasıl savaşıldığını ve seni koruyan kuralları baştan okumak istersen öğreticiyi tekrar açabilirsin.","If you want to read again what the game is, how to fight, and the rules that protect you, you can reopen the tutorial.","apps/web/src/screens/Hesap.tsx:170"
t9bf3ffd3,arayuz,"ÖDÜL HAZIR","REWARD READY","apps/web/src/components/GorevOzeti.tsx:72"
t076e3c6e,arayuz,"Ödülü al","Claim reward","apps/web/src/components/GunlukKart.tsx:150"
t09015f38,arayuz,"Öğretici","Tutorial","apps/web/src/components/Ogretici.tsx:131 | apps/web/src/screens/Hesap.tsx:167"
t47d30263,arayuz,"Öğreticiyi geç","Skip the tutorial","apps/web/src/components/Ogretici.tsx:147"
t82bf646a,arayuz,"Öğreticiyi tekrar oku","Reread the tutorial","apps/web/src/screens/Hesap.tsx:179"
t96de5998,arayuz,"ÖN HAT","FRONT LINE","apps/web/src/components/DizilimIzgarasi.tsx:51"
t316fd603,arayuz,"Önce e-posta adresini yaz.","Write your email address first.","apps/web/src/screens/Giris.tsx:292"
t2037d289,arayuz,"Önceki","Previous","apps/web/src/screens/Moderasyon.tsx:115"
t040e409d,arayuz,"önde (%","","apps/web/src/components/DunyaSeridi.tsx:170"
tae2b3eb1,arayuz,"Önerilen düzen","Recommended setup","apps/web/src/components/DizilimIzgarasi.tsx:242"
t2249b0d8,arayuz,"önünde püskürtüldü","repelled in front of","apps/web/src/components/DunyaSeridi.tsx:217"
tc96d4525,arayuz,"Örn. Günde 5 bağış yapın, cuma akşamı ortak hedefe gidiyoruz.","E.g., Make 5 donations a day, Friday evening we go for the common target.","apps/web/src/components/IttifakDuyuru.tsx:74"
t5fa69971,arayuz,"Pakt hakkı","Pact allowance","apps/web/src/components/IttifakBagis.tsx:29"
t5153a61e,arayuz,"Pakt iki tarafın da onayıyla kurulur. Feshetmek anında değil:","A pact needs both sides to agree. Breaking it is not instant:","apps/web/src/components/Paktlar.tsx:157"
t126097e7,arayuz,"Pakt kotan dolu ({0})","Your pact quota is full ({0})","apps/web/src/components/Paktlar.tsx:163"
t0dcae114,arayuz,"Pakt teklif edilecek ittifak","Alliance to be offered a pact","apps/web/src/components/Paktlar.tsx:174"
tc4da7761,arayuz,"Pakt teklif et","Offer a pact","apps/web/src/components/Paktlar.tsx:189"
t1e55263e,arayuz,"Parola","Password","apps/web/src/screens/Giris.tsx:235"
tb796121d,arayuz,"Parola Değiştir","Change Password","apps/web/src/screens/Hesap.tsx:184"
t0cb4198c,arayuz,"Parola değiştirilemedi.","Password could not be changed.","apps/web/src/screens/Hesap.tsx:63"
t4369fb1e,arayuz,"Parola sıfırlanamadı.","Password could not be reset.","apps/web/src/screens/ParolaSifirla.tsx:25"
t4ced05c4,arayuz,"parola, öğretici, çıkış","password, tutorial, logout","apps/web/src/screens/LordEkrani.tsx:672"
t53526980,arayuz,"Parolamı unuttum","Forgot password","apps/web/src/screens/Giris.tsx:273"
t100b4ff0,arayuz,"Parolan","Your password","apps/web/src/screens/Hesap.tsx:234"
t0fb7e6b4,arayuz,"Parolan — şifrelenmiş hâliyle.","Your password — in encrypted form.","apps/web/src/screens/Gizlilik.tsx:53"
t349238d8,arayuz,"Parolan değişti. Artık yeni parolanla giriş yapabilirsin.","Password changed. You can now log in with your new password.","apps/web/src/screens/ParolaSifirla.tsx:38"
t8bd469f4,arayuz,"Parolan değişti. Diğer cihazlarda yeniden giriş yapman gerekebilir.","Your password has changed. You may need to log in again on other devices.","apps/web/src/screens/Hesap.tsx:57"
ta02569d1,arayuz,"Parolanı gir","Enter your password","apps/web/src/screens/Hesap.tsx:90"
tac35c883,arayuz,"Parolanı Hesap ekranından değiştirebilirsin.","You can change your password from the Account screen.","apps/web/src/screens/Gizlilik.tsx:126"
tfec6626c,arayuz,"Parolanın kendisi hiçbir yerde saklanmıyor; yalnızca geri çevrilemez bir özeti (argon2id) tutuluyor. Parolanı unutursan biz de bilemeyiz, sıfırlaman gerekir.","Your password itself is stored nowhere; only an irreversible digest of it (argon2id) is kept. If you forget your password, we cannot know it either — you have to reset it.","apps/web/src/screens/Gizlilik.tsx:53"
tbb5ecdaf,arayuz,"Parolayı belirle","Set password","apps/web/src/screens/ParolaSifirla.tsx:62"
tfdaff1f3,arayuz,"Parolayı değiştir","Change the password","apps/web/src/screens/Hesap.tsx:211"
tf68e5744,arayuz,"payın {0}/{1} yer","","apps/web/src/screens/Malikane.tsx:213"
tbc71d6a3,arayuz,"Pazar","Market","apps/web/src/components/Pazar.tsx:100 | data/binalar.json:binalar[5].ad"
tada147bf,arayuz,"Puan dağıtımı kalıcıdır. Liderlik ordunun büyüklüğünü ve general slotunu belirler.","Point distribution is permanent. Leadership determines army size and general slots.","apps/web/src/screens/LordEkrani.tsx:524"
t8aa587ec,arayuz,"PvP derecesi. Bölgesiz bir lord da birinci olabilir.","PvP rating. A lord without a region can also be first.","apps/web/src/screens/Siralama.tsx:32"
t57a1844e,arayuz,"Rapor açılamadı.","Report could not be opened.","apps/web/src/components/SavasRaporu.tsx:488"
t0808f810,arayuz,"RAPORU AÇ","OPEN REPORT","apps/web/src/screens/Olaylar.tsx:121"
t03619c19,arayuz,"Reddet","Reject","apps/web/src/components/IttifakBasvurular.tsx:172 | apps/web/src/components/Paktlar.tsx:103"
tab953532,arayuz,"Reklam ağı, izleme çerezi, analitik kütüphanesi {0}. Sayfada hiçbir üçüncü taraf betiği çalışmıyor.","Ad networks, tracking cookies, analytics libraries: {0}. No third-party script runs on this page.","apps/web/src/screens/Gizlilik.tsx:74"
t078f1e48,arayuz,"Rütbe","","apps/web/src/screens/LordEkrani.tsx:294"
t50ab46f6,arayuz,"RÜTBEYİ AL","TAKE RANK","apps/web/src/screens/Ittifak.tsx:102"
t9cb2e0a2,arayuz,"Saatlik {0}","Hourly {0}","apps/web/src/components/SavasRaporu.tsx:101 | apps/web/src/screens/Harita.tsx:1168"
tb7be14e2,arayuz,"Saatlik şöhret","Hourly fame","apps/web/src/screens/Harita.tsx:1176"
t32bbc8e5,arayuz,"saatte %5 firar","5% desertion per hour","apps/web/src/components/Omurga.tsx:578"
tbebb3ab2,arayuz,"saatte +","","apps/web/src/components/SaldiriOnizleme.tsx:127 | apps/web/src/components/SaldiriOnizleme.tsx:134"
t4197b301,arayuz,"Sahada general yok. Kiraladığın bir generali slota yerleştir.","No general on the field. Place a hired general in a slot.","apps/web/src/screens/Generaller.tsx:173"
tde5de59c,arayuz,"Sahadaki akınlar · {0}/{1}","Raids on the field · {0}/{1}","apps/web/src/screens/Akin.tsx:113"
tf223dd3f,arayuz,"Sahadaki Generaller · {0}/{1}","Generals on the Field · {0}/{1}","apps/web/src/screens/Generaller.tsx:169"
tbf39f844,arayuz,"sahipsiz","unowned","apps/web/src/screens/Harita.tsx:922"
t39eb2036,arayuz,"Saldır","Attack","apps/web/src/screens/Harita.tsx:1341"
t9f872c01,arayuz,"Saldıran","Attacker","apps/web/src/components/SavasRaporu.tsx:532"
t87d8df09,arayuz,"SALDIRAN","ATTACKER","apps/web/src/components/SavasRaporu.tsx:479 | apps/web/src/components/SavasRaporu.tsx:513"
t3424fe05,arayuz,"Saldırı","Attack","apps/web/src/screens/Harita.tsx:967 | apps/web/src/screens/Kisla.tsx:316"
tf84af079,arayuz,"Saldırı +%{0} · Savunma +%{1} · Can +%{2}","Attack +{0}% · Defense +{1}% · Health +{2}%","apps/web/src/screens/LordEkrani.tsx:549"
t293989d5,arayuz,"Saldırı başlatılamadı.","Attack could not be initiated.","apps/web/src/screens/Harita.tsx:828"
t09fe9781,arayuz,"Saldırı ordusu","Attacking army","apps/web/src/screens/Harita.tsx:1294"
tc79e6213,arayuz,"Saldırmadan önce garnizonu ve depoyu öğren. Casus ordu götürmez.","Learn about the garrison and storage before attacking. A spy does not take an army.","apps/web/src/screens/Harita.tsx:527"
t7b0a257c,arayuz,"Saldırmazlık Paktları","Non-Aggression Pacts","apps/web/src/components/Paktlar.tsx:74"
tf6204bac,arayuz,"Sana maliyeti","Cost to you","apps/web/src/components/SaldiriOnizleme.tsx:99"
t35dda20b,arayuz,"sana saldıran +%{0} yağma alır","","apps/web/src/screens/LordEkrani.tsx:405"
t9262f727,arayuz,"Sana saldırıldığında ordun bu düzende savaşacak.","When you are attacked, your army will fight in this formation.","apps/web/src/components/SavunmaDuzeni.tsx:63"
tb020f396,arayuz,"Sancak","Banner","apps/web/src/screens/Demirhane.tsx:65 | apps/web/src/screens/LordEkrani.tsx:76"
t141ddec9,arayuz,"Sat {0}","Sell {0}","apps/web/src/screens/Demirhane.tsx:288"
ta64065bd,arayuz,"Savaş derecen","Battle rating","apps/web/src/screens/LordEkrani.tsx:567"
t951ee66f,arayuz,"Savaş Gücü","Battle Power","apps/web/src/screens/LordEkrani.tsx:528"
tc54d661e,arayuz,"Savaş katkısı +{0}","Battle contribution +{0}","apps/web/src/screens/LordEkrani.tsx:49"
tb63ef965,arayuz,"Savaş kazanıldı ama güç payı %{0} eşiğine ulaşmadı — bölge el değiştirmedi, yalnızca yağma alındı.","The battle was won but the power share did not reach the {0}% threshold — the region did not change hands, only loot was taken.","apps/web/src/components/SavasRaporu.tsx:374"
tbbc85c89,arayuz,"Savaş meclisin","Your war council","apps/web/src/screens/Generaller.tsx:168"
t271491e0,arayuz,"Savaş raporlarını aşağıdaki olay akışından açabilirsin.","You can open battle reports from the event feed below.","apps/web/src/screens/LordEkrani.tsx:107"
t1f9d183e,arayuz,"Savaş Raporu","Battle Report","apps/web/src/components/SavasRaporu.tsx:456"
tbfc25419,arayuz,"Savaş raporunu aç","Open battle report","apps/web/src/screens/Olaylar.tsx:118"
t88e6ed97,arayuz,"Savaşa kattığın güç","The power you add to the battle","apps/web/src/screens/Demirhane.tsx:129"
t3c0be84d,arayuz,"Savaşı kazanırsın ama","","apps/web/src/components/SaldiriOnizleme.tsx:109"
t2646e16c,arayuz,"Savaştaki etkisini görmek için önce bir ordu kur — ekipman gücü orduyla birlikte iş görür.","To see its effect in battle, build an army first — equipment power works together with the army.","apps/web/src/screens/Demirhane.tsx:160"
tcf63e975,arayuz,"Savunan","Defender","apps/web/src/components/SavasRaporu.tsx:537"
tf48cad35,arayuz,"SAVUNAN","DEFENDER","apps/web/src/components/SavasRaporu.tsx:479 | apps/web/src/components/SavasRaporu.tsx:521"
td8820cb4,arayuz,"Savunma","Defense","apps/web/src/screens/Kisla.tsx:317"
t739f8573,arayuz,"Savunma dizilimi","Defense formation","apps/web/src/components/SavunmaDuzeni.tsx:80"
t4ea614b8,arayuz,"Savunma Düzeni","Defense Setup","apps/web/src/components/SavunmaDuzeni.tsx:58"
t8724af57,arayuz,"Savunma düzenini kaydet","Save the defense setup","apps/web/src/components/SavunmaDuzeni.tsx:97"
t79b00022,arayuz,"Savunmanın omurgası. Süvariye karşı ×1,5.","The backbone of defense. ×1.5 against Cavalry.","apps/web/src/screens/Kisla.tsx:56"
t000a6979,arayuz,"Sayfayı yenile","Refresh the page","apps/web/src/components/HataSiniri.tsx:57"
tf15245fc,arayuz,"Sebebini gözden geçir ve tekrar dene.","Review your reason and try again.","apps/web/src/components/SikayetSayfasi.tsx:120"
tf14d430a,arayuz,"Seçim bu cihazda kalır, hesabına bağlı değil. Dil değişince oyun bir kez yenilenir.","The choice stays on this device, it is not tied to your account. When the language changes the game reloads once.","apps/web/src/screens/Hesap.tsx:158"
tff019924,arayuz,"sefer {0}/{1}","campaign {0}/{1}","apps/web/src/components/GorevOzeti.tsx:68"
t0dcc9ed8,arayuz,"Sefer ödülü","Campaign reward","apps/web/src/components/SeferKart.tsx:57"
ta6b14d03,arayuz,"Sefer ödülünü al","Claim campaign reward","apps/web/src/components/SeferKart.tsx:92"
t7115f0ed,arayuz,"Sembol","Symbol","apps/web/src/components/ArmaSecici.tsx:169"
tb0994bfe,arayuz,"sen açarsan","you turn them on","apps/web/src/screens/Gizlilik.tsx:92"
tbfca2c2e,arayuz,"Sen yokken","While you were away","apps/web/src/screens/LordEkrani.tsx:93"
t46e6f684,arayuz,"Sende ne değişti","What changed for you","apps/web/src/components/SavasRaporu.tsx:64 | apps/web/src/components/SavasRaporu.tsx:74"
tcef5c072,arayuz,"senin","yours","apps/web/src/screens/Harita.tsx:1023 | apps/web/src/screens/Harita.tsx:915"
t614f2f56,arayuz,"Senin medeniyetin bu. Haritada bu rengi gördüğün her yer yoldaşlarının.","","apps/web/src/components/Ogretici.tsx:208"
tf3b32dff,arayuz,"Senin sıran","Your rank","apps/web/src/screens/Siralama.tsx:268"
t04a0fe35,arayuz,"seri ×{0}","streak ×{0}","apps/web/src/components/GunlukKart.tsx:132"
tc36d65d0,arayuz,"Seviye {0}","Level {0}","apps/web/src/screens/Demirhane.tsx:636"
t006925f6,arayuz,"Seviye {0} / {1}","Level {0} / {1}","apps/web/src/screens/Sehir.tsx:932"
tc15fa5ea,arayuz,"Seviye {0} yap","Upgrade to Level {0}","apps/web/src/screens/Sehir.tsx:970"
t939a055a,arayuz,"Seviye atladı: Sv {0} → Sv {1}","Leveled up: Lvl {0} → Lvl {1}","apps/web/src/components/SavasRaporu.tsx:255"
tc22994f8,arayuz,"Seviye atladın: {0} → {1}","You leveled up: {0} → {1}","apps/web/src/components/SavasRaporu.tsx:109"
tee50015f,arayuz,"Seviye savaş gücüne ve gelire dokunmaz — yalnız birlikte oynamayı kolaylaştırır.","Level doesn't affect battle power or income — it only makes playing together easier.","apps/web/src/components/IttifakBagis.tsx:163"
te0d104c6,arayuz,"Seviye yükseltmek için buradan seç: haritadaki dokunuş yapının içine giriyor.","Select here to upgrade level: tapping on the map enters the structure.","apps/web/src/screens/Sehir.tsx:601"
t2e677d3f,arayuz,"SEVİYENİN GETİRDİKLERİ","WHAT THE LEVEL BRINGS","apps/web/src/components/IttifakBagis.tsx:145"
t4cf27c11,arayuz,"Sıfırla","Reset","apps/web/src/screens/LordEkrani.tsx:519"
t481ea9d9,arayuz,"Sıfırlama bağlantısı gönder","Send reset link","apps/web/src/screens/Giris.tsx:289"
tee25d0bd,arayuz,"Sıradaki hedef","Next target","apps/web/src/components/HedefSeridi.tsx:40"
t2301a99e,arayuz,"Sıradaki hedefin {0}.","Your next target is {0}.","apps/web/src/components/Omurga.tsx:930"
t6652a5fb,arayuz,"Sıradan","Common","apps/web/src/components/ui.tsx:258"
t3daaae35,arayuz,"Sıralama","Ranking","apps/web/src/screens/Siralama.tsx:188 | packages/shared/src/types.ts:321"
t7b72734e,arayuz,"Silah","Weapon","apps/web/src/screens/Demirhane.tsx:60 | apps/web/src/screens/LordEkrani.tsx:71"
tfe650c0b,arayuz,"Siliniyor…","Deleting…","apps/web/src/screens/Hesap.tsx:272"
t51f40fea,arayuz,"Silme işlemini doğrulamak için gerekiyor.","Required to verify the deletion process.","apps/web/src/screens/Hesap.tsx:90"
tf7e83981,arayuz,"Silme:","Deletion:","apps/web/src/screens/Gizlilik.tsx:122"
ta5d9b6cf,arayuz,"Slot {0}","Slot {0}","apps/web/src/screens/Generaller.tsx:115"
tae7f3bd1,arayuz,"slot boş","slot empty","apps/web/src/screens/Demirhane.tsx:253"
tc4cf533f,arayuz,"Slotun {0}. Liderlik {1} puanda bir slot açar (en fazla{2}{3}); karargâhın seviyesi bunun üstüne ekler.","You have {0} slots. Leadership opens a slot every {1} points (at most{2}{3}); your headquarters level adds on top of that.","apps/web/src/screens/Generaller.tsx:195"
